Inchi_key,Smiles
GCYJJPOBYJQNHH-UHFFFAOYSA-N,COC(=O)CNC(=O)c1cccs1
YQTVZXSITWEQOW-UHFFFAOYSA-N,CCCCNC(=O)C(C)(C)O
QECABVMKPMRCRZ-UHFFFAOYSA-N,COP(=O)(O)C(C)=O
COEMULFSIHJMSY-UHFFFAOYSA-N,Cc1cc2[nH]c(=S)[nH]c(=O)n2n1
IGWFXUHNYJCMLQ-UHFFFAOYSA-N,C#CCCc1c[nH]cn1
RAOAWTKYEHBLHT-ZETCQYMHSA-N,O=C(O)[C@@H](O)Cc1ccccn1
RVIFJBCICWXUDU-UHFFFAOYSA-N,O=C1NC2C=CC=CCC12
NYYRICOQLICPPN-VKHMYHEASA-N,O=C(O)[C@H](CCS)NC(F)F
JTXBXRUUZPKRQY-UHFFFAOYSA-N,CCCCNC1=C2C(=O)NN=C2CO1
RCHYKGVWNCSGEM-UHFFFAOYSA-N,CCc1c(C)c2nncn2[nH]c1=O
VRSAQOMEXLWLBL-UHFFFAOYSA-N,CC(=O)N1C(C)CN(N=O)CC1C
OPBDMDPBJKVMNL-UHFFFAOYSA-N,CCOC(=O)CC(=O)c1cnccn1
LIPRKYKMVQPYPG-UHFFFAOYSA-N,O=c1occcc1O
XIUCEANTZSXBQQ-UHFFFAOYSA-N,C[N+](C)(C)CC(O)CCl
GCQCFUIIUZPJEN-UHFFFAOYSA-N,CCCCN(C)C(=N)NO
YKCAPWJWQQTXTB-UHFFFAOYSA-N,C=CS(=O)(=O)CCC(C)=O
DRIHXDIRNKVFMV-UHFFFAOYSA-N,COc1c(C)n(CCO)ccc1=O
YAOAMZOGXBMLFQ-UHFFFAOYSA-N,N=C(N)NCCCCCCCN
KNARVBXGIRZZRK-JGVFFNPUSA-N,C[C@@H](C#N)N(C)C(=O)[C@@H](N)C(C)(C)C
ITZPACRJRZVNPM-UXBLZVDNSA-O,O=C(O)CC[n+]1cccc(/C=N/O)c1
QMMRASFENXALBB-UHFFFAOYSA-N,NC(=O)c1cccc(C(N)CS)c1
AYKYXWQEBUNJCN-UHFFFAOYSA-N,CC1=CC(=O)OC1=O
SHBYTOJQOCOSPG-UHFFFAOYSA-N,OCC12C3C4C5C3C1C5C42
CKTUXQBZPWBFDX-UHFFFAOYSA-N,NC1CCCC(C(=O)O)C1
YMMXHEYLRHNXAB-RMKNXTFCSA-N,CO/N=C/C1=CCCN(C)C1
JUWXVUUDMQADMC-UHFFFAOYSA-N,O=C1OCC2CCC(O)CC12
PTOLTJFHLFAGNX-UHFFFAOYSA-N,Cc1nccc2nncnc12
LDIJKUBTLZTFRG-UHFFFAOYSA-N,c1cnc2ccnn2c1
RZHOEAGQLCOHEV-XVNBXDOJSA-N,CC1(C)N=C(/C=N/O)C=[N+]1[O-]
CDRZRHVVRYSBPD-UHFFFAOYSA-N,O=C(NC1CC1)c1ncc([N+](=O)[O-])[nH]1
NEJBWENICROWTO-SFYZADRCSA-N,COC(=O)[C@@H]1C=C[C@H](NC(C)=O)C1
ZXRLWHGLEJGMNO-UHFFFAOYSA-N,O=Cc1cncs1
DPOREOOGDLINFI-UHFFFAOYSA-N,N=C(N)C(O)c1ccc2c(c1)OCO2
VHGPDNZJZXWUDY-UHFFFAOYSA-N,O=P(O)(O)CCc1cccnc1
NYMDIRYPHOOUDB-UHFFFAOYSA-N,N#Cc1cccc(NC(=O)C(=O)O)c1
QSJNRTCJVPCSHR-FARCUNLSSA-N,C/C=N/c1cc[nH]c(=O)n1
APCAETLUMQRTDK-UHFFFAOYSA-N,COc1cc(C(=O)O)nc(OC)n1
GPDGFLUBBBVCJX-UHFFFAOYSA-N,C#CCN(C)C(=O)c1cccn1C
VCDGTEZSUNFOKA-UHFFFAOYSA-N,O=Cc1ccc(OCCO)cc1
HTWVUABWSVFZBF-UHFFFAOYSA-N,CC(=O)Nc1nnc2n1CCCS2
IODGAONBTQRGGG-LURJTMIESA-N,CC[C@@H](C(=O)O)N1CCCC1=O
RLRXYCOJGGRMQS-UHFFFAOYSA-N,CNCCc1[nH]cnc1C
ZDESJBRGHYINNN-UHFFFAOYSA-N,Cn1c(N)cccc1=N
GZBUMTPCIKCWFW-UHFFFAOYSA-N,CC[N+](CC)(CC)CCO
OKJUBHQJVNBSOG-UHFFFAOYSA-N,CC(C)(CN)c1cnc[nH]1
GATNOFPXSDHULC-UHFFFAOYSA-N,CCP(=O)(O)O
LRVLAHKIQWPWCY-UHFFFAOYSA-N,Nc1ccc(C2OC(=O)NC2=O)cc1
RWCMOQXHIDWDDJ-ZETCQYMHSA-N,O=C(O)[C@@H](O)c1ccc(F)cc1
ALLUGGDOETVHSP-UHFFFAOYSA-N,N#Cc1cnc(C#N)c(Cl)n1
PKLPQOJFHFGVBS-UHFFFAOYSA-N,CC(=O)c1c(O)cc(C)oc1=O
QDYMCFLCMGVGMD-UHFFFAOYSA-O,C[N+](C)(CCF)CCCC(=O)O
AYPJVXQBVHCUCJ-UHFFFAOYSA-N,CCOC(=O)CCCO
VTJAFLLRROFQPM-UHFFFAOYSA-N,C[N+]1(C)CC=C(N2CCOCC2)CC1
VHRGRCVQAFMJIZ-UHFFFAOYSA-N,NCCCCCN
AVZOEZMUNZGWLN-UHFFFAOYSA-N,COC1(OC)C=CC(=O)C=C1
HSXNXTGUYOUXQI-UHFFFAOYSA-N,OCCCNC(=S)S
MWYPZOYBCYPALN-UHFFFAOYSA-N,CCCCP(=O)(O)CC(=O)CN
OSFDSLRVYKUBOP-UHFFFAOYSA-N,CCCn1cnc2c(=O)[nH]c(N)nc21
BANRXGCIPOQDMR-UHFFFAOYSA-N,Cc1c(O)ccoc1=O
PVOSECZBLPUJLZ-UHFFFAOYSA-N,c1ccc2c(c1)NCC1CNCCN21
AOPRXJXHLWYPQR-UHFFFAOYSA-N,NC(=O)COc1ccccc1
ZHBHKCFTFMIUEB-BJMVGYQFSA-N,Cc1cccc(/C=N/N=C(\N)NO)n1
AEPZRULXCKGTFI-YFKPBYRVSA-N,O=C1N2CCC[C@H]2CS1(=O)=O
GSVFENCKYURWTI-UHFFFAOYSA-N,CCNc1ncnc2[nH]cnc12
QJMFTAWMXPHJTG-UHFFFAOYSA-N,Cc1nsnc1OC(=O)N(C)C
OEUQNXWWSVIUTP-UHFFFAOYSA-N,O=C(O)CCc1ccc(C(=O)O)nc1
DSWLRNLRVBAVFC-UHFFFAOYSA-N,C[S+]([O-])CC(=O)c1ccccn1
BCUBVIUYBHOZBQ-UHFFFAOYSA-N,c1ncc2c(n1)C1CCC(C2)N1
XNQIOISZPFVUFG-UHFFFAOYSA-N,CC(N)Cc1cnc[nH]1
UBGHOIDVCMBBEP-UHFFFAOYSA-N,CC(=O)NCc1cccc(CN)c1
UMLBRIIKPQMRIO-UHFFFAOYSA-O,CCOC[n+]1ccn(C)c1/C=N/O
KKLDLTCISAWVLM-UHFFFAOYSA-N,c1cncc(Cc2nn[nH]n2)c1
UYSDSONCNFNDQL-UHFFFAOYSA-N,Cc1cc(NCCO)n2nccc2n1
QGIHERZYTKZKLL-UHFFFAOYSA-N,CCC1(C)SC(N)=NN1C(C)=O
SUYYYBBFOLGROC-UHFFFAOYSA-N,CC1Oc2ccc(N)cc2NC1=O
VTHRQKSLPFJQHN-UHFFFAOYSA-N,N#CCCOCCOCCC#N
MOSFSUKRPKTXFU-UHFFFAOYSA-N,COc1cccnc1C(=O)NO
OUZCWDMJTKYHCA-UHFFFAOYSA-N,Cc1nnc(S)[nH]1
OSCGPKRHGOYTDV-VZUCSPMQSA-N,CC/C=N/OCC(O)CNC(C)C
JOOXCMJARBKPKM-UHFFFAOYSA-N,CC(=O)CCC(=O)O
JBSRTZUQAXYSQB-UHFFFAOYSA-N,NCC1OCCc2c1ccc(O)c2O
POMHUWAQEADJGB-SJEUGXSHSA-N,N[C@]1(C(=O)O)C[C@H](CF)C1
PMNGHOKWUMBSLB-BIIVOSGPSA-N,O=C(O)[C@@H]1[C@H]2CCC[C@@H]1NCC2
ADLADNOVIJYIMA-UHFFFAOYSA-N,O=NN1CCC(=O)CC1
FWJKNZONDWOGMI-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C)C1=O
KXBQNNGKLMZFGJ-UHFFFAOYSA-N,O=c1c2ccccc2[nH]n1CCO
ZGHKBXCWIZHPBZ-PSASIEDQSA-N,c1cncc(N2C[C@H]3C[C@@H]2CN3)c1
AGKYMAODIKREIE-UHFFFAOYSA-N,O=c1[nH]cnc2c1-c1cccn1CC2
SZAYXOZJQJXPTC-IZZDOVSWSA-N,CN(C)/C=N/C(=O)c1cnccn1
HYBZNNIIQAYWEF-UHFFFAOYSA-N,CC(=O)C1=CCCN(C)C1
CAWJAXDBKJJVPC-UHFFFAOYSA-N,CC(C)(C#N)NNC(=O)c1ccco1
LKAHLPBXLNUNQZ-UHFFFAOYSA-N,C#CC[N+](C)(CC#C)CC#C
YDJLYZDTIUKJQI-UHFFFAOYSA-N,CCC1CN=C(N)C1
WJVVPYVGCDWJKB-UHFFFAOYSA-N,NC(=O)c1cccc2c1OCC2
CSGQJHQYWJLPKY-UHFFFAOYSA-N,O=C(O)c1cc(O)[nH]c(=O)c1
SUSIQENTYZSKAW-WEVVVXLNSA-N,Cn1cccc1/C=N/NC(N)=S
FWDROTDBZOBNLC-UHFFFAOYSA-N,Nc1nccc(NC2CCNCC2)n1
DGUCIYYHBBSKNE-UHFFFAOYSA-N,CC1OCC2(CCCNC2)O1
DXRVRACCHWIPJB-UHFFFAOYSA-N,CCOC(=O)c1nnsc1NN
HZBFYDISTFMZTO-UHFFFAOYSA-N,NC(=O)c1cc(F)cc2c1OCC2
ZBIIKTYRXGHZSP-UHFFFAOYSA-N,CC(C)NC(=O)P(=O)(O)O
QNOLKZYYKHPKJQ-UHFFFAOYSA-N,CCON(CC)N=O
PFYCHDZKRMJBFY-UHFFFAOYSA-N,c1cncc(CN2CC3CC2CN3)c1
XQVLSVGTENBRFH-UHFFFAOYSA-N,C/N=C(\NC#N)Nc1cccnc1
QCJUNFLLMLBZLR-UHFFFAOYSA-N,C/N=C(\S)c1ncccc1N
CEMZBWPSKYISTN-YFKPBYRVSA-N,COC(=O)[C@@H](N)C(C)C
MHRDCHHESNJQIS-UHFFFAOYSA-N,CC(CS)C(=O)O
JKNCOURZONDCGV-UHFFFAOYSA-N,C=C(C)C(=O)OCCN(C)C
SVEPUZNLROGYNZ-UHFFFAOYSA-N,NCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
LMECNVOGESXMGV-UMJHXOGRSA-N,NCC1C[C@]1(C(N)=O)c1ccccc1
RGKLWAHLGYLIKT-UHFFFAOYSA-N,Sc1ncnc2nn[nH]c12
KQEVEDHJIGSXDK-UHFFFAOYSA-N,[O-]c1c[n+](-c2ccccc2)no1
KIUHZRUPPGAVPY-UHFFFAOYSA-N,O=NN1CC=CCC1
ZLEFGZRMMRINET-UHFFFAOYSA-N,Cc1cc(=N)sn1C
PWPOIJNVVZDGIH-VITGYUQNSA-N,CCOC1OC(=O)[C@H]2[C@@H]1[C@@H]1CC[C@H]2O1
DCSDZQBAHAJINH-UHFFFAOYSA-N,NC(=S)NN=C1C=CCCC1
KBXXIYHLBDJZSW-VIFPVBQESA-N,CCCNCC(=O)N1CCC[C@H]1C#N
GSFUNLAUWYNNCT-UHFFFAOYSA-N,Cc1nc2cnccn2c1O
NKSXTZQHEAIDSX-UHFFFAOYSA-N,Nc1n[nH]c(Cc2ccccn2)n1
PRQUBDQDCAULSW-UHFFFAOYSA-N,c1ccc(-c2c[nH]nn2)nc1
QACYJJJFKRYOJD-UHFFFAOYSA-N,CC(O)CC#CCCO
BGLCATULDGAIDO-UHFFFAOYSA-N,Nc1nnc2cncc(Cl)n12
PIDRHKDECUFWTG-UHFFFAOYSA-N,C[n+]1ccsc1
XTWQGFNPJUNTFD-UHFFFAOYSA-N,NC1CCc2n[nH]cc2C1
STZIVELXXMZOFY-UHFFFAOYSA-N,O=c1nc2c3c(ccc2n[nH]1)=CCCC=3
QNLBKZNRCKYYRB-UHFFFAOYSA-N,CNc1nccnc1C
YCQNUDLIFJZIKT-UHFFFAOYSA-N,Cc1cc(=O)n2c(n1)SCOC2
LBVZINOLAFTARU-UHFFFAOYSA-N,CNC(=O)CBr
HZVJFZZXNQLMQB-UHFFFAOYSA-N,CC1CCc2nc(N)[nH]c(=O)c2C1
JIPSHGIBKGDJHE-UHFFFAOYSA-N,Cc1ccn(C)c(=N)c1
DIDVRNLWJBGGQJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(=O)NC1
XWMLEYINWKGSAC-UHFFFAOYSA-N,CN(C)c1ccc(C(=O)O)cn1
GQEHSBNMBDRPNR-UHFFFAOYSA-N,CC(C)N1CCNC1=S
MYXVAUFDDVSDIF-UHFFFAOYSA-N,Cc1nc2[nH]c3c(c(=O)n2n1)CCC3
HWINKOAWQWLCBL-UHFFFAOYSA-N,COc1cccc2c1[nH]c(=O)n2O
LVRFTAZAXQPQHI-UHFFFAOYSA-N,CC(C)CC(O)C(=O)O
DABFKTHTXOELJF-UHFFFAOYSA-N,CCCN1C(=O)C=CC1=O
KHDDBIBKNPILFG-UHFFFAOYSA-N,O=C(O)CC(CC(=O)O)n1cccc1
SDNBIUWXOAETLE-UHFFFAOYSA-N,CNC1Cc2ccc(O)c(O)c2C1
WOFFHNPACQWVAV-UHFFFAOYSA-N,Nc1ccnc(-c2cc[n+]([O-])cc2)n1
JVUOHGAGHQZZJW-UHFFFAOYSA-N,CNC(=O)CCc1ccc(O)c(O)c1
OSCTXCOERRNGLW-SREVYHEPSA-N,O=C(/C=C\c1ccccc1)NCCO
DCUKVUVLSDGDEZ-UHFFFAOYSA-N,CCN(N=O)C(C)OC
NDVNHAJMXQWLSL-UHFFFAOYSA-N,CCNc1ncnc2c1nnn2CC
ALYNCZNDIQEVRV-UHFFFAOYSA-N,Nc1ccc(C(=O)O)cc1
COAVYXJTHCOFKX-UHFFFAOYSA-N,CC(C)C(O)(CCO)CC(=O)O
JUZLMRLZYMOOMY-XQRVVYSFSA-N,CN(C)/C=C1/C=C(C=O)OC1=O
