"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Np Likeness Score"	"Molecular Species"	"Molecular Formula"	"Smiles"	"Inchi Key"
"CHEMBL1618734"	""	""	"Small molecule"	""	"158.22"	""	""	"0.58"	"18.46"	"2"	"0"	"0"	"2"	"Y"	"0.55"	"None"	"None"	"-4.11"	"-4.11"	"0"	"MOL"	"-1"	"11"	"3"	"0"	"0"	"158.1176"	"0.79"	"NEUTRAL"	"C8H16NO2+"	"C[N+](C)(C)C/C=C1/COCO1"	"SDUNKEQQLQDTTQ-YWEYNIOJSA-N"
"CHEMBL167695"	""	""	"Small molecule"	""	"130.15"	"1"	"1"	"0.12"	"52.90"	"3"	"1"	"0"	"1"	"Y"	"0.51"	"None"	"3.30"	"-0.64"	"-0.64"	"0"	"MOL"	"-1"	"9"	"4"	"1"	"0"	"130.0742"	"0.16"	"NEUTRAL"	"C5H10N2O2"	"O=NN1CCC(O)CC1"	"DLRQZSOHVPOGGS-UHFFFAOYSA-N"
"CHEMBL348803"	""	""	"Small molecule"	""	"142.16"	"1"	"1"	"0.58"	"49.74"	"3"	"0"	"0"	"1"	"Y"	"0.50"	"None"	"3.26"	"0.56"	"0.56"	"0"	"MOL"	"-1"	"10"	"4"	"0"	"0"	"142.0742"	"0.24"	"NEUTRAL"	"C6H10N2O2"	"CC1CN(N=O)CCC1=O"	"OPALKWYJMHLEAL-UHFFFAOYSA-N"
"CHEMBL4245646"	""	""	"Small molecule"	""	"171.20"	"1"	"1"	"0.22"	"55.40"	"3"	"1"	"0"	"2"	"Y"	"0.60"	"11.22"	"None"	"0.03"	"0.03"	"0"	"MOL"	"-1"	"12"	"4"	"1"	"0"	"171.0895"	"-0.09"	"NEUTRAL"	"C8H13NO3"	"CC(C)OC(=O)[C@@H]1CCC(=O)N1"	"IZHXNBPKBCUDOZ-LURJTMIESA-N"
"CHEMBL268490"	""	"N-Alpha-Methylhistamine|Nalpha-Methylhistamine"	"Small molecule"	""	"125.17"	"21"	"34"	"0.17"	"40.71"	"2"	"2"	"0"	"3"	"Y"	"0.60"	"13.50"	"9.85"	"-0.61"	"-3.06"	"1"	"MOL"	"-1"	"9"	"3"	"2"	"0"	"125.0953"	"-0.15"	"BASE"	"C6H11N3"	"CNCCc1cnc[nH]1"	"PHSPJQZRQAJPPF-UHFFFAOYSA-N"
"CHEMBL1741824"	""	""	"Small molecule"	""	"159.21"	"5"	"5"	"0.15"	"46.17"	"3"	"1"	"0"	"1"	"Y"	"0.59"	"12.53"	"None"	"-0.43"	"-0.43"	"0"	"MOL"	"-1"	"10"	"3"	"1"	"0"	"159.0354"	"-0.67"	"NEUTRAL"	"C6H9NO2S"	"CC(=O)N[C@@H]1CCSC1=O"	"NRFJZTXWLKPZAV-RXMQYKEDSA-N"
"CHEMBL2110744"	"PHENOLSULPHONIC ACID"	""	"Small molecule"	""	"174.18"	""	""	"0.64"	"74.60"	"3"	"2"	"0"	"1"	"N"	"0.61"	"-2.59"	"None"	"1.50"	"-0.88"	"1"	"MOL"	"-1"	"11"	"4"	"2"	"0"	"173.9987"	"-0.36"	"ACID"	"C6H6O4S"	"O=S(=O)(O)c1ccccc1O"	"IULJSGIJJZZUMF-UHFFFAOYSA-N"
"CHEMBL2000077"	""	""	"Small molecule"	""	"161.23"	"57"	"57"	"0.67"	"63.32"	"3"	"2"	"0"	"5"	"N"	"0.58"	"2.49"	"9.50"	"-2.07"	"-2.08"	"0"	"MOL"	"-1"	"10"	"3"	"3"	"0"	"161.0510"	"1.09"	"ZWITTERION"	"C6H11NO2S"	"C=CSCCC(N)C(=O)O"	"ZDASADFVRGVYFK-UHFFFAOYSA-N"
"CHEMBL325053"	""	""	"Small molecule"	""	"191.19"	"4"	"10"	"0.50"	"89.71"	"5"	"2"	"0"	"3"	"N"	"0.69"	"10.20"	"4.10"	"0.68"	"0.68"	"2"	"MOL"	"-1"	"14"	"6"	"3"	"0"	"191.0807"	"-0.59"	"NEUTRAL"	"C8H9N5O"	"C=CCOc1nc(N)nc2nc[nH]c12"	"HJMGFQNIHIHSCQ-UHFFFAOYSA-N"
"CHEMBL2106850"	"MELIZAME"	"COMPOUND 56063|MELIZAME"	"Small molecule"	"-1.0"	"178.15"	""	""	"0.70"	"83.92"	"5"	"2"	"0"	"2"	"N"	"0.71"	"1.65"	"None"	"1.11"	"-0.51"	"2"	"MOL"	"0"	"13"	"6"	"2"	"0"	"178.0491"	"-0.91"	"ACID"	"C7H6N4O2"	"Oc1cccc(Oc2nnn[nH]2)c1"	"DZHBTQHPZSGDOR-UHFFFAOYSA-N"
"CHEMBL1160788"	""	""	"Small molecule"	""	"179.22"	"11"	"18"	"0.91"	"66.48"	"3"	"3"	"0"	"0"	"N"	"0.52"	"10.23"	"9.48"	"0.60"	"-1.09"	"1"	"MOL"	"-1"	"13"	"3"	"4"	"0"	"179.0946"	"1.03"	"BASE"	"C10H13NO2"	"N[C@@H]1CCc2cc(O)c(O)cc2C1"	"ASXGAOFCKGHGMF-MRVPVSSYSA-N"
"CHEMBL3110055"	""	""	"Small molecule"	""	"149.15"	"2"	"6"	"0.08"	"76.75"	"3"	"1"	"0"	"0"	"N"	"0.42"	"None"	"1.06"	"-0.69"	"-0.69"	"1"	"MOL"	"-1"	"11"	"4"	"2"	"0"	"149.0589"	"-1.26"	"NEUTRAL"	"C7H7N3O"	"Cc1ccc(C#N)c(N)[n+]1[O-]"	"SWOXNMHOSSSHGX-UHFFFAOYSA-N"
"CHEMBL154200"	""	"3-Phenyl-Propynoic Acid Hydroxyamide"	"Small molecule"	""	"161.16"	"1"	"3"	"0.54"	"49.33"	"2"	"2"	"0"	"0"	"Y"	"0.33"	"8.97"	"None"	"1.34"	"1.33"	"1"	"MOL"	"-1"	"12"	"3"	"2"	"0"	"161.0477"	"-0.45"	"NEUTRAL"	"C9H7NO2"	"O=C(C#Cc1ccccc1)NO"	"AWFPOGFCGFJTMJ-UHFFFAOYSA-N"
"CHEMBL3805962"	""	""	"Small molecule"	""	"161.16"	"1"	"1"	"0.97"	"50.94"	"4"	"1"	"0"	"1"	"N"	"0.68"	"10.40"	"1.56"	"1.07"	"1.07"	"2"	"MOL"	"-1"	"12"	"4"	"1"	"0"	"161.0589"	"-1.87"	"NEUTRAL"	"C8H7N3O"	"Oc1ccc(-n2cncn2)cc1"	"ZOPIBCDDKMAEII-UHFFFAOYSA-N"
"CHEMBL94831"	""	""	"Small molecule"	""	"137.19"	"1"	"1"	"0.85"	"29.02"	"3"	"0"	"0"	"1"	"Y"	"0.57"	"None"	"2.19"	"0.37"	"0.37"	"1"	"MOL"	"-1"	"10"	"3"	"0"	"0"	"137.0953"	"-1.21"	"NEUTRAL"	"C7H11N3"	"Cc1nccnc1N(C)C"	"FVIOLJXJPWNFRB-UHFFFAOYSA-N"
"CHEMBL2436429"	""	""	"Small molecule"	""	"155.13"	"3"	"3"	"0.94"	"49.33"	"2"	"2"	"0"	"1"	"Y"	"0.47"	"8.58"	"None"	"0.96"	"0.94"	"1"	"MOL"	"-1"	"11"	"3"	"2"	"0"	"155.0383"	"-1.70"	"NEUTRAL"	"C7H6FNO2"	"O=C(NO)c1ccccc1F"	"XIGPZJPFILCQSC-UHFFFAOYSA-N"
"CHEMBL3091871"	""	""	"Small molecule"	""	"165.20"	"2"	"7"	"0.25"	"68.01"	"3"	"2"	"0"	"2"	"N"	"0.37"	"13.72"	"3.78"	"0.14"	"0.14"	"1"	"MOL"	"-1"	"12"	"4"	"3"	"0"	"165.0902"	"-1.65"	"NEUTRAL"	"C8H11N3O"	"CCc1cc(C(=O)NN)ccn1"	"ONQAABHBBACQBI-UHFFFAOYSA-N"
"CHEMBL2261444"	""	""	"Small molecule"	""	"138.12"	"3"	"29"	"0.46"	"57.53"	"3"	"2"	"0"	"0"	"Y"	"0.55"	"10.16"	"None"	"0.69"	"0.69"	"1"	"MOL"	"-1"	"10"	"3"	"2"	"0"	"138.0317"	"1.20"	"NEUTRAL"	"C7H6O3"	"O=c1ccc(O)ccc1O"	"JVHGZUMMCUZPHC-UHFFFAOYSA-N"
"CHEMBL3747068"	""	""	"Small molecule"	""	"168.19"	"6"	"31"	"0.94"	"49.69"	"3"	"2"	"0"	"3"	"Y"	"0.71"	"10.19"	"None"	"1.03"	"1.03"	"1"	"MOL"	"-1"	"12"	"3"	"2"	"0"	"168.0786"	"0.98"	"NEUTRAL"	"C9H12O3"	"COc1cc(CCO)ccc1O"	"XHUBSJRBOQIZNI-UHFFFAOYSA-N"
"CHEMBL3329542"	""	""	"Small molecule"	""	"180.25"	"2"	"8"	"0.22"	"32.34"	"2"	"1"	"0"	"1"	"Y"	"0.63"	"None"	"9.13"	"-0.04"	"-1.77"	"0"	"MOL"	"-1"	"13"	"3"	"1"	"0"	"180.1263"	"-0.07"	"BASE"	"C10H16N2O"	"C[C@H]1C[C@H]1C(=O)N1CC2CC(C1)N2"	"INYNWEUTASDACG-DFAZKQQPSA-N"
"CHEMBL3794331"	""	""	"Small molecule"	""	"180.21"	"1"	"1"	"0.39"	"75.35"	"2"	"3"	"0"	"3"	"N"	"0.63"	"None"	"None"	"-0.05"	"-0.05"	"1"	"MOL"	"-1"	"13"	"4"	"4"	"0"	"180.0899"	"-0.54"	"NEUTRAL"	"C9H12N2O2"	"NC(=O)NCC(O)c1ccccc1"	"FLUILQHBSBEUEE-UHFFFAOYSA-N"
"CHEMBL2041534"	""	""	"Small molecule"	""	"196.25"	"2"	"3"	"0.96"	"63.40"	"3"	"1"	"0"	"0"	"N"	"0.36"	"None"	"2.45"	"0.61"	"0.61"	"0"	"MOL"	"-1"	"14"	"4"	"2"	"0"	"196.1212"	"0.18"	"NEUTRAL"	"C10H16N2O2"	"NN1C(=O)CC2(CCCCC2)CC1=O"	"MKQHIJUTSXCDEO-UHFFFAOYSA-N"
"CHEMBL61801"	""	""	"Small molecule"	""	"196.16"	"1"	"2"	"0.27"	"61.83"	"5"	"0"	"0"	"1"	"N"	"0.56"	"None"	"None"	"0.06"	"0.06"	"0"	"MOL"	"-1"	"14"	"5"	"0"	"0"	"196.0372"	"2.90"	"NEUTRAL"	"C9H8O5"	"CC(=O)OC1OCC=C2OC(=O)C=C21"	"UUHUDZPFTKBABY-UHFFFAOYSA-N"
"CHEMBL4247495"	""	""	"Small molecule"	""	"181.19"	"1"	"2"	"0.88"	"58.56"	"3"	"2"	"0"	"3"	"Y"	"0.54"	"8.64"	"None"	"1.00"	"0.97"	"1"	"MOL"	"-1"	"13"	"4"	"2"	"0"	"181.0739"	"-1.03"	"NEUTRAL"	"C9H11NO3"	"Cc1ccc(OCC(=O)NO)cc1"	"ROCWONVWEMBXNL-UHFFFAOYSA-N"
"CHEMBL1160768"	""	""	"Small molecule"	""	"150.19"	"6"	"8"	"0.57"	"87.92"	"2"	"4"	"0"	"1"	"N"	"0.27"	"None"	"10.94"	"0.12"	"-2.27"	"1"	"MOL"	"-1"	"11"	"4"	"6"	"1"	"150.0905"	"-0.47"	"BASE"	"C7H10N4"	"N=C(N)Nc1ccccc1N"	"PNTBLQOLHRQIRT-UHFFFAOYSA-N"
"CHEMBL1605808"	""	""	"Small molecule"	""	"194.22"	"4"	"5"	"0.96"	"51.44"	"5"	"0"	"0"	"1"	"N"	"0.64"	"None"	"None"	"0.80"	"0.80"	"2"	"MOL"	"-1"	"13"	"4"	"0"	"0"	"194.0150"	"-2.17"	"NEUTRAL"	"C8H6N2O2S"	"CC(=O)c1cnc2sccn2c1=O"	"FDHMMVAJYNHNFR-UHFFFAOYSA-N"
"CHEMBL1741050"	""	""	"Small molecule"	""	"119.12"	""	""	"0.25"	"70.69"	"2"	"2"	"0"	"2"	"N"	"0.31"	"4.63"	"None"	"-2.70"	"-0.68"	"0"	"MOL"	"-1"	"8"	"5"	"2"	"0"	"119.0695"	"-0.44"	"ACID"	"C3H9N3O2"	"CC(C)N/[N+]([O-])=N/O"	"UJUKIAAICSQHQH-UHFFFAOYSA-N"
"CHEMBL613"	"PYRAZINOIC ACID"	"Pyrazinoic acid"	"Small molecule"	"-1.0"	"124.10"	"23"	"53"	"0.17"	"63.08"	"3"	"1"	"0"	"1"	"N"	"0.58"	"3.62"	"0.39"	"-0.42"	"-3.83"	"1"	"MOL"	"0"	"9"	"4"	"1"	"0"	"124.0273"	"-1.02"	"ACID"	"C5H4N2O2"	"O=C(O)c1cnccn1"	"NIPZZXUFJPQHNH-UHFFFAOYSA-N"
"CHEMBL3546298"	""	""	"Small molecule"	""	"165.15"	""	""	"0.65"	"84.48"	"4"	"3"	"0"	"1"	"N"	"0.42"	"9.18"	"None"	"0.35"	"0.34"	"1"	"MOL"	"-1"	"12"	"4"	"3"	"0"	"165.0426"	"1.09"	"NEUTRAL"	"C8H7NO3"	"N#CC(O)c1ccc(O)c(O)c1"	"CRISWXPNFWRXSH-UHFFFAOYSA-N"
"CHEMBL12011"	""	""	"Small molecule"	""	"113.16"	"1"	"4"	"0.63"	"20.31"	"1"	"0"	"0"	"0"	"Y"	"0.45"	"None"	"None"	"0.09"	"0.09"	"0"	"MOL"	"-1"	"8"	"2"	"0"	"0"	"113.0841"	"-0.70"	"NEUTRAL"	"C6H11NO"	"CN1CCCCC1=O"	"GGYVTHJIUNGKFZ-UHFFFAOYSA-N"
"CHEMBL538649"	""	""	"Small molecule"	""	"195.17"	"4"	"4"	"0.62"	"89.79"	"4"	"4"	"0"	"2"	"N"	"0.24"	"9.05"	"None"	"0.72"	"0.71"	"1"	"MOL"	"-1"	"14"	"5"	"4"	"0"	"195.0532"	"0.80"	"NEUTRAL"	"C9H9NO4"	"O=C(/C=C/c1ccc(O)c(O)c1)NO"	"NNHHVITYZMHGMN-DUXPYHPUSA-N"
"CHEMBL4095955"	""	""	"Small molecule"	""	"128.13"	"1"	"1"	"0.15"	"57.53"	"2"	"2"	"0"	"1"	"Y"	"0.53"	"4.21"	"None"	"0.07"	"-2.96"	"0"	"MOL"	"-1"	"9"	"3"	"2"	"0"	"128.0473"	"2.27"	"ACID"	"C6H8O3"	"O=C(O)C1=C[C@@H](O)CC1"	"VKJGQKRRULDFCI-YFKPBYRVSA-N"
"CHEMBL342081"	""	""	"Small molecule"	""	"129.18"	"1"	"5"	"0.61"	"29.10"	"2"	"1"	"0"	"0"	"Y"	"0.49"	"10.00"	"None"	"0.34"	"0.34"	"0"	"MOL"	"-1"	"8"	"2"	"1"	"0"	"129.0248"	"-0.43"	"NEUTRAL"	"C5H7NOS"	"O=C1CCCC(=S)N1"	"JTZRBPSHQZOCBU-UHFFFAOYSA-N"
"CHEMBL2110770"	"AMPYZINE"	"AMPYZINE"	"Small molecule"	"-1.0"	"123.16"	""	""	"0.54"	"29.02"	"3"	"0"	"0"	"1"	"Y"	"0.55"	"None"	"2.00"	"0.24"	"0.24"	"1"	"MOL"	"0"	"9"	"3"	"0"	"0"	"123.0796"	"-1.87"	"NEUTRAL"	"C6H9N3"	"CN(C)c1cnccn1"	"UUINNXPPLPDRQX-UHFFFAOYSA-N"
"CHEMBL4081370"	""	""	"Small molecule"	""	"194.19"	"1"	"2"	"0.59"	"77.76"	"4"	"3"	"0"	"0"	"N"	"0.56"	"7.76"	"None"	"1.09"	"0.94"	"1"	"MOL"	"-1"	"14"	"4"	"3"	"0"	"194.0579"	"2.36"	"NEUTRAL"	"C10H10O4"	"O=C1C[C@H](O)Cc2cc(O)cc(O)c21"	"RTWVXIIKUFSDJB-SSDOTTSWSA-N"
"CHEMBL326133"	""	""	"Small molecule"	""	"159.15"	"2"	"5"	"0.67"	"81.15"	"3"	"2"	"0"	"1"	"N"	"0.64"	"9.34"	"4.91"	"0.38"	"0.37"	"2"	"MOL"	"-1"	"12"	"5"	"2"	"0"	"159.0545"	"-1.35"	"NEUTRAL"	"C7H5N5"	"N#Cc1c[nH]c(-c2ncc[nH]2)n1"	"UNGNUFLACKGDGL-UHFFFAOYSA-N"
"CHEMBL1321002"	""	""	"Small molecule"	""	"183.16"	"3"	"4"	"0.48"	"79.54"	"3"	"2"	"0"	"3"	"N"	"0.71"	"3.48"	"None"	"0.15"	"-3.23"	"1"	"MOL"	"-1"	"13"	"5"	"2"	"0"	"183.0532"	"-1.19"	"ACID"	"C8H9NO4"	"CC(NC(=O)c1ccco1)C(=O)O"	"VNYWJRJEGHPIQW-UHFFFAOYSA-N"
"CHEMBL2441351"	""	""	"Small molecule"	""	"138.19"	"4"	"12"	"0.72"	"38.91"	"2"	"1"	"0"	"1"	"Y"	"0.58"	"11.78"	"4.48"	"0.50"	"0.50"	"1"	"MOL"	"-1"	"9"	"2"	"2"	"0"	"138.0252"	"-1.43"	"NEUTRAL"	"C6H6N2S"	"NC(=S)c1ccncc1"	"KPIIGXWUNXGGCP-UHFFFAOYSA-N"
"CHEMBL21200"	""	""	"Small molecule"	""	"167.17"	"1"	"1"	"0.36"	"75.11"	"4"	"2"	"0"	"4"	"N"	"0.68"	"2.88"	"4.16"	"-0.85"	"-3.42"	"1"	"MOL"	"-1"	"12"	"5"	"2"	"0"	"167.0695"	"-1.24"	"ACID"	"C7H9N3O2"	"O=C(O)CCNc1ncccn1"	"RLUIOCBJPMRKTQ-UHFFFAOYSA-N"
"CHEMBL68511"	""	""	"Small molecule"	""	"131.22"	"3"	"3"	"0.74"	"46.25"	"2"	"2"	"0"	"3"	"Y"	"0.59"	"None"	"9.88"	"0.77"	"-1.61"	"0"	"MOL"	"-1"	"9"	"2"	"3"	"0"	"131.1310"	"0.93"	"BASE"	"C7H17NO"	"CC(C)C[C@H](N)C(C)O"	"MGJSTMLRSUCUET-MLWJPKLSSA-N"
"CHEMBL2270109"	""	""	"Small molecule"	""	"150.14"	"2"	"4"	"0.77"	"52.97"	"3"	"0"	"0"	"0"	"Y"	"0.52"	"None"	"None"	"0.72"	"0.72"	"2"	"MOL"	"-1"	"11"	"4"	"0"	"0"	"150.0429"	"-1.19"	"NEUTRAL"	"C7H6N2O2"	"Cc1ccc2c(c1)no[n+]2[O-]"	"HCWVKDOCXDWFEH-UHFFFAOYSA-N"
"CHEMBL230335"	""	""	"Small molecule"	""	"177.16"	"1"	"1"	"0.09"	"63.16"	"4"	"0"	"0"	"1"	"N"	"0.57"	"None"	"None"	"-0.39"	"-0.39"	"1"	"MOL"	"-1"	"13"	"5"	"0"	"0"	"177.0538"	"-0.77"	"NEUTRAL"	"C8H7N3O2"	"CCN1C(=O)c2nccnc2C1=O"	"MYWSRTFPMRFZNV-UHFFFAOYSA-N"
"CHEMBL159690"	""	""	"Small molecule"	""	"148.21"	"1"	"1"	"0.98"	"38.05"	"2"	"2"	"0"	"0"	"Y"	"0.58"	"None"	"9.62"	"0.75"	"-1.41"	"1"	"MOL"	"-1"	"11"	"2"	"3"	"0"	"148.1000"	"0.24"	"BASE"	"C9H12N2"	"NC1CNc2ccccc2C1"	"FBSQFLMMNVFTRT-UHFFFAOYSA-N"
"CHEMBL33207"	""	""	"Small molecule"	""	"144.17"	"1"	"1"	"0.45"	"61.69"	"3"	"2"	"0"	"4"	"N"	"0.34"	"4.28"	"None"	"0.89"	"-2.09"	"0"	"MOL"	"-1"	"10"	"4"	"2"	"0"	"144.0899"	"0.04"	"ACID"	"C6H12N2O2"	"CCCN/N=C(\C)C(=O)O"	"KVSAELGSSIBOOY-VMPITWQZSA-N"
"CHEMBL1714570"	""	""	"Small molecule"	""	"184.22"	"9"	"9"	"0.34"	"59.81"	"5"	"1"	"0"	"1"	"N"	"0.68"	"8.60"	"0.41"	"-0.08"	"-0.10"	"1"	"MOL"	"-1"	"12"	"5"	"1"	"0"	"184.0419"	"-1.94"	"NEUTRAL"	"C6H8N4OS"	"CC(=O)Nc1nnc2n1CCS2"	"KSBBJKNYPGSRAM-UHFFFAOYSA-N"
"CHEMBL2132857"	""	""	"Small molecule"	""	"159.15"	"2"	"2"	"0.64"	"65.78"	"3"	"1"	"0"	"0"	"N"	"0.60"	"5.56"	"3.08"	"0.03"	"-1.80"	"1"	"MOL"	"-1"	"12"	"4"	"1"	"0"	"159.0433"	"-0.81"	"ACID"	"C8H5N3O"	"N#CC1C(=O)Nc2cccnc21"	"AVSFXNNHHTWVEH-UHFFFAOYSA-N"
"CHEMBL1469737"	""	""	"Small molecule"	""	"185.68"	"11"	"13"	"0.11"	"63.32"	"3"	"3"	"0"	"2"	"N"	"0.49"	"2.56"	"9.09"	"-2.15"	"-2.15"	"0"	"MOL"	"-1"	"9"	"3"	"3"	"0"	"149.0510"	"1.17"	"ZWITTERION"	"C5H12ClNO2S"	"CC(C)(S)[C@@H](N)C(=O)O.Cl"	"CZDHUFYOXKHLME-DFWYDOINSA-N"
"CHEMBL357047"	"ALDISIN"	"Aldisin"	"Small molecule"	""	"164.16"	"11"	"12"	"0.33"	"61.96"	"2"	"2"	"0"	"0"	"N"	"0.58"	"12.92"	"None"	"-0.46"	"-0.46"	"1"	"MOL"	"-1"	"12"	"4"	"2"	"0"	"164.0586"	"1.21"	"NEUTRAL"	"C8H8N2O2"	"O=C1CCNC(=O)c2[nH]ccc21"	"AAPGLCCSVSGLFH-UHFFFAOYSA-N"
"CHEMBL3306792"	"FOSAMINE"	""	"Small molecule"	""	"153.07"	""	""	"0.29"	"89.62"	"3"	"2"	"0"	"3"	"N"	"0.57"	"1.25"	"None"	"-0.73"	"-3.03"	"0"	"MOL"	"-1"	"9"	"5"	"3"	"0"	"153.0191"	"0.15"	"ACID"	"C3H8NO4P"	"CCOP(=O)(O)C(N)=O"	"UCHDFLNGIZUADY-UHFFFAOYSA-N"
"CHEMBL3401207"	""	""	"Small molecule"	""	"170.17"	"3"	"6"	"0.28"	"55.45"	"4"	"0"	"0"	"0"	"N"	"0.56"	"None"	"None"	"-0.05"	"-0.05"	"1"	"MOL"	"-1"	"12"	"5"	"0"	"0"	"170.0691"	"-0.89"	"None"	"C7H10N2O3"	"Cc1cc(=O)n(C(=O)N(C)C)o1"	"TYLIWVDJYUYHJT-UHFFFAOYSA-N"
"CHEMBL4086555"	""	""	"Small molecule"	""	"182.20"	"5"	"7"	"0.54"	"72.52"	"2"	"1"	"0"	"0"	"N"	"0.64"	"None"	"None"	"0.01"	"0.01"	"1"	"MOL"	"-1"	"12"	"4"	"2"	"0"	"182.0150"	"-0.66"	"NEUTRAL"	"C7H6N2O2S"	"NS1(=O)=NC(=O)c2ccccc21"	"HJLKMRCBLRKKQP-UHFFFAOYSA-N"
"CHEMBL130705"	""	""	"Small molecule"	""	"180.16"	"1"	"5"	"0.97"	"74.60"	"3"	"2"	"0"	"2"	"N"	"0.52"	"2.54"	"None"	"1.70"	"-1.87"	"1"	"MOL"	"-1"	"13"	"4"	"2"	"0"	"180.0423"	"0.37"	"ACID"	"C9H8O4"	"Cc1cc(C(=O)C(=O)O)ccc1O"	"SBZLJDKAHWMJMJ-UHFFFAOYSA-N"
"CHEMBL3221588"	""	""	"Small molecule"	""	"180.16"	"1"	"1"	"0.93"	"63.60"	"3"	"1"	"0"	"3"	"N"	"0.70"	"3.31"	"None"	"1.45"	"-1.97"	"1"	"MOL"	"-1"	"13"	"4"	"1"	"0"	"180.0423"	"-0.25"	"ACID"	"C9H8O4"	"O=C(O)COC(=O)c1ccccc1"	"GLRLYEVLJAZIFU-UHFFFAOYSA-N"
"CHEMBL3305069"	""	""	"Small molecule"	""	"179.22"	""	""	"0.91"	"66.48"	"3"	"3"	"0"	"0"	"N"	"0.52"	"10.19"	"9.46"	"0.87"	"-0.84"	"1"	"MOL"	"-1"	"13"	"3"	"4"	"0"	"179.0946"	"1.14"	"BASE"	"C10H13NO2"	"NC1CCc2c(O)ccc(O)c2C1"	"NCPQBHJVAMCMJD-UHFFFAOYSA-N"
"CHEMBL12746"	""	""	"Small molecule"	""	"151.55"	"5"	"15"	"0.29"	"75.76"	"3"	"1"	"0"	"3"	"N"	"0.36"	"13.99"	"None"	"0.13"	"0.13"	"0"	"MOL"	"-1"	"9"	"5"	"2"	"0"	"151.0149"	"-0.15"	"NEUTRAL"	"C3H6ClN3O2"	"NC(=O)N(CCCl)N=O"	"NVKGVBZZSJFQLM-UHFFFAOYSA-N"
"CHEMBL1986779"	""	""	"Small molecule"	""	"160.21"	"58"	"58"	"0.62"	"38.69"	"3"	"1"	"0"	"2"	"Y"	"0.64"	"None"	"None"	"0.73"	"0.73"	"0"	"MOL"	"-1"	"11"	"3"	"1"	"0"	"160.1099"	"1.26"	"NEUTRAL"	"C8H16O3"	"CC(C)C1OCC(CO)CO1"	"ZZETUFLYPMIVJC-UHFFFAOYSA-N"
"CHEMBL2105471"	"TERBUPROL"	"TERBUPROL"	"Small molecule"	"-1.0"	"162.23"	""	""	"0.81"	"38.69"	"3"	"1"	"0"	"4"	"N"	"0.66"	"13.68"	"None"	"0.50"	"0.50"	"0"	"MOL"	"0"	"11"	"3"	"1"	"0"	"162.1256"	"-0.03"	"NEUTRAL"	"C8H18O3"	"COCC(O)COC(C)(C)C"	"KCCPBJDUXBCOSN-UHFFFAOYSA-N"
"CHEMBL1765294"	"FLUPAROXAN"	"(-)-FLUPAROXAN|(3AS,9AS)-FLUPAROXAN|FLUPAROXAN|FLUPAROXAN, (-)-|Fluparoxan"	"Small molecule"	"-1.0"	"195.19"	"1"	"1"	"0.94"	"30.49"	"3"	"1"	"0"	"0"	"Y"	"0.67"	"None"	"9.50"	"1.21"	"-0.86"	"1"	"MOL"	"0"	"14"	"3"	"1"	"0"	"195.0696"	"0.44"	"BASE"	"C10H10FNO2"	"Fc1cccc2c1O[C@H]1CNC[C@@H]1O2"	"XSOUHEXVEOQRKJ-IUCAKERBSA-N"
"CHEMBL1999592"	""	""	"Small molecule"	""	"153.18"	"59"	"59"	"0.42"	"45.39"	"3"	"2"	"0"	"1"	"Y"	"0.61"	"None"	"None"	"-0.39"	"-0.39"	"1"	"MOL"	"-1"	"11"	"3"	"2"	"0"	"153.0790"	"1.16"	"NEUTRAL"	"C8H11NO2"	"OCc1ccn2c1[C@@H](O)CC2"	"QFPRRXUPCPFWKD-ZETCQYMHSA-N"
"CHEMBL63237"	""	"Pyrazole-1-Carboxylic Acid Isopropylamide"	"Small molecule"	""	"153.18"	"2"	"2"	"0.85"	"46.92"	"3"	"1"	"0"	"1"	"Y"	"0.65"	"None"	"None"	"0.26"	"0.26"	"1"	"MOL"	"-1"	"11"	"4"	"1"	"0"	"153.0902"	"-2.15"	"NEUTRAL"	"C7H11N3O"	"CC(C)NC(=O)n1cccn1"	"QVKDMPTXYAPPIK-UHFFFAOYSA-N"
"CHEMBL3091872"	""	""	"Small molecule"	""	"179.22"	"2"	"7"	"0.64"	"68.01"	"3"	"2"	"0"	"3"	"N"	"0.41"	"13.71"	"3.75"	"0.59"	"0.59"	"1"	"MOL"	"-1"	"13"	"4"	"3"	"0"	"179.1059"	"-1.49"	"NEUTRAL"	"C9H13N3O"	"CCCc1cc(C(=O)NN)ccn1"	"LZGFMSPLAMQWMO-UHFFFAOYSA-N"
